Country Name,Year,Ind 1,Ind 2,Ind 3,Ind 4,Ind 5,Ind 6,Ind 7,Ind 8,Ind 9,Ind 10,Ind 11,Ind 12,Ind 13,Ind 14,Ind 15,Ind 16,Ind 17,Ind 18,Ind 19,Ind 20,Ind 21,Ind 22,Ind 23,Ind 24,Ind 25,Ind 26,Ind 27,Ind 28,Ind 29,Ind 30,Ind 31,Ind 32,Ind 33,Happiness Score
Turkmenistan,2015,100,90.89,2.673,1.281,2.32,21.565,52.71549417,26.01,16.265,23.636,52.33,42.383,7.098,33.528,35.337,26.769,0.24279443,35799714286,6.49999991,20.026,91.096,3.06,22.2,50.5,5565284,16.5696,23.4515,0.040887886,488100,16.878,81.29993057,8.223,281.99,5.548
Turks and Caicos Islands,2015,95.43219757,90.89,2.673,1.281,4.411,21.565,58.786,20.65,16.265,23.636,52.33,42.383,7.73,36.1024,41.47326,26.769,10.04,2.60059E+12,3.065,20.026,91.096,3.06,13.885,31.408,34339,9.58571,23.4515,0.572166001,950,16.878,85.25,8.223,281.99,5.421
Tuvalu,2015,99.0326767,90.89,2.673,1.281,4.411,21.565,58.786,20.65,16.265,23.636,52.33,42.383,7.73,33.528,35.337,26.769,0,3.56E+07,9.142911919,20.026,91.096,3.06,17.1,26.6,11001,6.16746,12.71795,29.283,30,16.878,85.25,8.223,281.99,5.421
Uganda,2015,18.5,90.89,4.783343376,1.360073905,1.980319245,17.54184118,101.6227001,42.631,16.265,23.636,52.33,42.383,8.874,33.528,35.337,12.87986393,39.86033971,27102650387,5.187859863,13.84566166,91.096,11.63342239,21.6,55.3,40144870,16.5696,42.9168,89.05794898,241550,12.92853065,47.6644213,8.223,281.99,3.931
Ukraine,2015,100,90.89,-10.26849741,-9.37351711,5.801227274,15.90788361,44.81560221,10.7,16.265,23.636,52.33,42.383,14.9,33.528,35.337,37.36875322,2.43716848,91030959455,-9.772973947,13.32205875,91.096,-15.23319558,5.6,9.4,45154029,6.97019,12.38447,4.144318039,603550,20.45136542,107.8066163,9.140000343,281.99,4.681
United Arab Emirates,2015,100,95.9709,-8.358350077,-9.193599019,4.411,21.565,17.38245504,9.885,16.265,23.636,52.33,42.383,1.555,33.528,35.337,4.288508106,10.04,3.58E+11,5.064701529,52.19110269,91.096,5.555501645,4.5,8.7,9154302,16.5696,23.61794,0.137108046,83600,0.057734024,175.2213076,8.223,281.99,6.901
United Kingdom,2015,100,99.94197,2.915722317,2.100818754,5.66075285,12.10828888,55.53596761,11.9,16.265,23.636,52.33,42.383,9.2,32.16658,41.03583,38.41641266,0.00998088,2.89E+12,2.345939517,15.25850343,91.096,-0.00885552,2.7,4.5,65128861,15.45905,23.4515,8.711685574,243610,25.15972314,56.47647078,5.301199913,281.99,6.867
United States,2015,100,94.60023,3.870159619,3.088054845,4.784507264,18.9599198,51.17890171,12.4,16.265,23.636,52.33,42.383,8.44,33.528,35.337,22.60755511,0,1.81E+13,2.861587025,17.53604742,91.096,0.816002055,3.8,6.8,321039839,14.69697,14.45723,8.716935867,9831510,11.25912441,27.89003789,5.28000021,281.99,7.119
Uruguay,2015,99.70948,97.69772,0.034012301,-0.315977544,4.30152395,17.34462141,55.88355541,14.142,16.265,23.636,52.33,42.383,9.352,33.528,35.337,31.98489646,0.08985152,53274304222,0.370741267,19.33285209,98.9276,4.898222097,4.9,8.9,3431552,16.5696,11.76053,58.02204118,176220,18.5094794,45.32824081,7.48789978,151.2672959,6.485
Uzbekistan,2015,100,97.12497,4.207372684,2.405487311,9.3747642,21.565,47.68034397,23.5,16.265,23.636,52.33,42.383,4.9,33.528,35.337,19.40925988,1.25531666,66903804143,7.999999999,16.71914279,100,7.600000011,13.8,25.6,31298900,10.69989,19.03192,2.9701787,447400,17.46726517,49.32409843,5.150000095,281.99,6.003
Vanuatu,2015,44.66961288,86.70091,2.673,1.281,5.02,21.565,68.70995097,26.173,16.265,23.636,52.33,42.383,4.782,41.29508,28.73318,23.81360149,4.94106492,7.38E+08,-0.801094177,20.026,91.096,3.06,12.2,28.2,264603,20.568,26.56507,36.1110646,12190,16.74526205,85.25,8.223,281.99,5.421
"Venezuela, RB",2015,99.46073914,91.99668,2.673,1.281,6.54,21.565,52.55455681,19.325,16.265,23.636,52.33,42.383,5.567,33.528,35.337,26.769,0.00344851,2.60059E+12,3.065,20.026,99.00763,3.06,14.5,22.5,31155134,16.5696,23.4515,12.84157855,912050,16.878,85.25,8.223,751.6161404,5.421
Vietnam,2015,100,90.89,6.841246379,5.669001617,4.617752159,28.81614771,42.52783854,16.923,16.265,23.636,52.33,42.383,5.806,33.528,35.337,26.769,2.15666148,1.93E+11,6.679288789,25.70504348,91.096,10.59991204,11,21.6,93571567,16.5696,19.2242,34.99856984,331230,16.878,178.7674147,1.858500004,281.99,5.36
Virgin Islands (U.S.),2015,100,90.89,2.673,1.281,9.3561772,21.565,60.79959393,13.2,16.265,23.636,52.33,42.383,7.3,33.528,35.337,26.769,10.04,3759000000,0.25915128,20.026,91.096,3.06,13.885,31.408,107710,16.5696,23.4515,3.877525214,350,16.878,82.09630221,8.223,281.99,5.421
West Bank and Gaza,2015,100,92.315,2.673,1.281,4.411,4.251995965,75.76396408,32.128,16.265,23.636,52.33,42.383,3.514,33.528,35.337,7.655367572,10.04,12673000000,3.428732213,-20.21305137,99.34061,-7.751849744,11.8,21.9,4422143,19.9462,23.99819,10.47271496,6020,5.596604103,77.92708909,26.01339912,108.4066084,5.421
"Yemen, Rep.",2015,70.21390533,90.89,2.673,1.281,3.6,-5.370866982,76.7660378,32.224,16.265,23.636,52.33,42.383,6.543,33.528,35.337,26.769,7.78418827,45593573381,-16.67846313,20.026,91.096,-12.506766,27,55.4,26916207,16.5696,23.4515,2.276416687,527970,16.878,85.25,8.223,281.99,5.421
Zambia,2015,31.1,90.89,2.673,1.281,1.06,37.25892607,91.86561174,38.441,16.265,23.636,52.33,42.383,7.998,33.528,35.337,23.11371506,24.27665019,21154394546,2.91988111,34.57270133,91.096,5.417179755,23.2,64.9,16100587,16.5696,23.4515,87.98545236,752610,16.83081463,79.86515513,8.223,281.99,5.129
Zimbabwe,2015,33.7,90.89,8.8744605,6.350373139,1.91,-10.58964597,79.51436364,33.937,16.265,23.636,52.33,42.383,8.402,33.528,35.337,26.769,24.25624516,19963120600,1.779872703,-8.392819107,91.096,0.199997557,24.1,57,15777451,16.5696,23.4515,81.79780855,390760,16.878,56.74881111,8.223,281.99,4.61
Arab World,2015,88.51796739,83.99204,-5.430317612,-7.391950942,4.411,21.565,62.01723439,26.43119978,16.265,23.636,52.33,42.383,5.5952102,33.528,35.337,26.769,1.080890873,2.56E+12,3.34247343,30.32983449,84.79429,3.389859179,17.9517365,38.20121052,398304960,14.51552,19.56915,4.094036566,1.13E+07,16.878,88.82268238,8.223,281.99,5.421
Caribbean small states,2015,95.56868404,90.89,2.673,1.281,4.411,21.565,48.14378963,16.68767313,16.265,23.636,52.33,42.383,7.625619283,36.68302,39.44272,29.99839833,1.983110736,70862033354,1.051289334,20.026,91.096,-2.125000135,12.95269814,20.16532614,7204948,15.4411,18.54437,8.825976767,434990,23.95489952,85.25,10.31054981,281.99,5.421
Central Europe and the Baltics,2015,100,94.6371,4.148706148,4.389191414,4.411,21.565,46.78889619,9.850088969,16.265,23.636,52.33,42.383,11.83808782,19.12471,34.38879,35.88386339,0.149996163,1.29E+12,3.786542067,26.03932744,91.096,6.321409995,3.058658545,5.754863297,103257751,10.14677,12.85957,17.12189336,1135391.001,17.42332128,122.9285664,7.816352178,281.99,5.421
Early-demographic dividend,2015,86.97261487,93.76356,3.840514978,2.401482245,4.056231182,26.07179173,55.01086665,21.21276265,16.265,23.636,52.33,42.383,6.744746686,33.528,35.337,26.769,2.064908344,1.03E+13,4.714269976,25.16164941,90.69257,5.453933868,22.34646874,40.70380859,3127578757,22.47439,26.98565,25.55484489,3.41E+07,16.878,52.33453267,8.223,281.99,5.421
East Asia & Pacific,2015,96.87265866,96.15956,5.349323396,4.640442898,4.411,21.565,42.53841527,13.64815298,16.265,23.636,52.33,42.383,7.168753454,33.528,35.337,18.07633788,0.133348109,2.18E+13,4.165562681,34.44734793,98.64909,3.06,8.5,17.1,2283108073,15.09061,17.20256,13.85760268,2.48E+07,11.86996005,57.7018681,8.223,281.99,5.421
East Asia & Pacific (excluding high income),2015,96.53323788,96.0152,6.853386522,6.089430397,4.411,21.565,41.35052237,14.21937571,16.265,23.636,52.33,42.383,7.039152272,33.528,35.337,16.36800451,0.180618543,1.33E+13,6.494765605,43.43343347,98.57629,3.06,8.951793569,18.06312287,2038410865,15.34925,17.27148,15.86116048,1.63E+07,10.09412637,49.49312443,8.223,281.99,5.421
East Asia & Pacific (IDA & IBRD countries),2015,97.27419311,96.06084,6.853386522,6.086603024,4.411,21.565,41.31081654,14.2237138,16.265,23.636,52.33,42.383,7.017705067,33.528,35.337,16.36857162,0.182020033,1.32E+13,6.495113348,43.43263078,98.55687,3.06,8.925949372,18.0277905,2013132699,15.32034,17.24907,15.83852065,1.62E+07,10.09435784,49.49222967,8.223,281.99,5.421
Euro area,2015,100,98.45965,2.542962554,2.220655136,4.411,21.565,54.09134476,9.667253962,16.265,23.636,52.33,42.383,10.0629889,23.86188,37.9295,37.13824991,10.04,1.17E+13,2.0854713,24.28218844,99.74794,4.997434987,2.255808977,3.852237804,339533474,11.73668,13.29565,16.0832622,2759601.577,18.91454109,85.02019429,10.83474779,281.99,5.421
Europe & Central Asia,2015,99.99919949,97.20839,2.132953321,1.64863235,4.411,21.565,50.23287306,12.39543134,16.265,23.636,52.33,42.383,10.17543981,23.7194,37.644815,35.69198042,10.04,2.04E+13,1.968490951,24.26104883,99.7266,3.292558024,5.1,9.9,907426233,11.29492,14.83027,13.07308474,2.87E+07,19.16773588,80.39300853,8.457379308,281.99,5.421
Europe & Central Asia (excluding high income),2015,99.9982316,95.62633,-0.925948628,-1.528729718,4.411,21.565,46.59383848,15.23273836,16.265,23.636,52.33,42.383,10.39535695,33.528,35.337,30.17385525,10.04,3.07E+12,0.558920057,26.58184198,99.66067,-0.208662931,7.387124373,14.72280406,410770813,10.76701,17.84717,6.478533004,2.35E+07,14.13889803,59.42750092,7.319141837,281.99,5.421
Europe & Central Asia (IDA & IBRD countries),2015,99.99839631,95.60093,-0.061271601,-0.599416928,4.411,21.565,46.4046618,14.70997969,16.265,23.636,52.33,42.383,10.41899012,33.528,35.337,30.77285482,10.04,3.60E+12,0.999436008,26.07090856,99.67275,0.918548566,7.114734378,14.11095575,452960829,10.6083,16.67682,7.14818365,2.39E+07,14.35395556,65.13254056,7.416545664,281.99,5.421
European Union,2015,100,98.06553,2.765484592,2.458286067,4.411,21.565,53.08859166,10.01209819,16.265,23.636,52.33,42.383,10.24612604,23.34384,37.9295,37.11503331,10.04,1.64E+13,2.314735336,23.31409308,99.74567,4.271549264,2.47538884,4.284453479,509717579,11.91926,13.50823,16.56111224,4384131.577,20.21721965,83.21614174,9.382416366,281.99,5.421
Fragile and conflict affected situations,2015,48.03828268,75.60067,2.673,1.281,4.411,21.565,81.51413045,33.85950313,16.265,23.636,52.33,42.383,8.643619454,33.528,35.337,26.769,13.11529631,7.82E+11,2.418138653,14.99040209,71.82842,4.111934504,29.1630164,77.35912763,487923553,19.17574,30.7381,53.68924484,1.32E+07,16.878,72.32681873,8.223,281.99,5.421
Heavily indebted poor countries (HIPC),2015,34.46068303,80.23307,4.481998585,1.635573705,3.55664853,17.02012579,87.9061339,36.77739253,16.265,23.636,52.33,42.383,8.605786866,33.528,35.337,26.769,22.06300173,6.65E+11,4.977302617,16.02005298,72.49794,6.77498308,28.18837599,76.57666092,724482652,21.28231,40.03688,77.23991042,17887796,16.878,60.83418251,8.223,281.99,5.421
High income,2015,99.96881426,97.03465,2.75390574,2.12957122,4.411,21.565,51.60835269,11.19370691,16.265,23.636,52.33,42.383,8.668541563,25.293465,36.891555,27.80993499,10.04,4.83E+13,2.33948248,22.56181544,91.096,2.575201315,3.2,5.7,1234714041,12.74062,14.22281,11.16421052,4.00E+07,15.34439313,61.03294994,6.742600321,281.99,5.421
IBRD only,2015,95.43290453,96.33016,3.631642584,2.636476473,4.411,21.565,47.07329457,16.73290611,16.265,23.636,52.33,42.383,7.211952828,33.528,35.337,23.57352691,0.475194599,2.59E+13,3.809307066,31.58532447,95.28491,3.06,14.79502526,27.1082462,4654714482,17.93292,21.50093,17.40705474,7.14E+07,12.21040077,50.93081084,8.223,281.99,5.421
IDA & IBRD total,2015,84.92723523,90.41876,3.549451258,2.227605078,3.073055988,34.03351265,54.52058448,20.58063983,16.265,23.636,52.33,42.383,7.471348352,33.528,35.337,23.38859509,1.410609076,2.80E+13,3.837715692,30.57619424,90.06485,3.06,20.57511029,45.51978925,6194062653,18.53612,24.9105,22.87595835,9.60E+07,12.23238997,50.64659274,8.223,281.99,5.421
IDA blend,2015,69.57506444,74.94983,0.451008459,-1.845291278,4.411,21.565,74.86045304,32.89984743,16.265,23.636,52.33,42.383,9.165822654,33.528,35.337,26.769,9.178956675,1.00E+12,3.824578221,12.07298365,80.6735,0.949105907,35.00971617,85.21196252,509396383,18.2203,34.2182,62.92187106,6037650,16.878,34.10118961,4.104626235,281.99,5.421
IDA only,2015,44.85274696,81.79273,4.743079165,2.431925686,2.961130549,20.70454747,78.16139392,31.87836232,16.265,23.636,52.33,42.383,7.805714561,33.528,35.337,26.769,19.46557292,1.08E+12,4.675366975,17.58575472,77.00549,7.907330126,27.01503579,69.22905826,1029951788,23.52078,36.87794,69.74193936,18565036,16.878,57.04538757,8.223,281.99,5.421
IDA total,2015,53.05962171,79.64156,2.172247338,-0.109057524,2.619068409,19.55643564,77.06783612,32.21637061,16.265,23.636,52.33,42.383,8.255772824,33.528,35.337,26.769,14.92709149,2.09E+12,4.239301997,14.98517598,78.27174,4.455024246,29.70939327,74.61559726,1539348171,21.32765,36.04397,66.40943922,24602686,16.878,46.25434653,8.223,281.99,5.421
Late-demographic dividend,2015,99.11703434,96.85146,2.586759069,1.968229103,4.411,21.565,40.16992361,13.01880378,16.265,23.636,52.33,42.383,7.388976766,33.528,36.66779,23.48171851,0.290449655,1.85E+13,3.811553785,35.95851899,99.3226,3.06,6.544619305,12.3194924,2250812795,14.01733,16.98031,14.20181591,4.58E+07,11.18861871,57.88547486,8.223,281.99,5.421
Latin America & Caribbean,2015,97.25275592,95.3985,-0.3320266,-1.394484839,5.194512264,18.05877573,49.93382128,17.10039881,16.265,23.636,52.33,42.383,5.922714285,33.528,35.337,28.97089558,1.014974612,5.52E+12,0.083689014,18.27844425,98.29396,-2.080533099,9.9,18.3,631062657,16.39225,21.63688,27.60249959,2.04E+07,13.347823,43.7103859,8.223,281.99,5.421
Latin America & Caribbean (excluding high income),2015,96.95127813,95.27221,-0.788192372,-1.877587566,5.243639051,18.20152859,49.51159878,17.26252582,16.265,23.636,52.33,42.383,5.749092119,36.68302,32.31004,29.78537592,1.191379375,4.39E+12,-0.337464871,17.89758851,98.26297,-2.591122645,10.28419079,19.1502465,556257851,16.97856,22.40652,30.0684226,1.66E+07,13.11008092,43.58973255,8.223,281.99,5.421
Latin America & the Caribbean (IDA & IBRD countries),2015,97.18321547,95.4692,-0.326578409,-1.42170714,4.998351438,18.06020024,50.06393531,17.26835071,16.265,23.636,52.33,42.383,5.870315015,36.48986,32.31004,28.99004586,1.015310742,5.29E+12,0.044047308,18.18542772,98.26875,-2.198706281,9.992684382,18.459353,614891969,16.56551,22.06926,27.87435882,2.03E+07,13.3354878,42.72612983,8.223,281.99,5.421
Least developed countries: UN classification,2015,40.67939094,81.48956,5.759069452,3.278379442,4.411,21.565,79.51341491,32.52506474,16.265,23.636,52.33,42.383,7.830185475,33.528,35.337,26.769,18.94501602,9.60E+11,4.264020338,20.05717565,76.13063,8.694211586,27.56911927,71.4193764,956631108,24.78171,37.96413,73.21950492,18265610,16.878,53.82837874,8.223,281.99,5.421
Low & middle income,2015,84.49944648,90.33713,3.555164763,2.2235351,3.01357301,34.90706613,54.55589872,20.66809047,16.265,23.636,52.33,42.383,7.456169891,33.528,35.337,22.95318631,1.504820363,2.66E+13,3.888576951,31.13263713,90.04866,3.06,20.70140057,45.82274307,6122845409,18.73945,25.09912,23.12873232,9.20E+07,12.01029057,49.75103869,8.223,281.99,5.421
Low income,2015,34.39258411,79.98373,4.884156594,2.249257333,4.411,21.565,86.04272423,35.45318641,16.265,23.636,52.33,42.383,8.367014314,33.528,35.337,26.769,28.99405856,5.57E+11,3.427676486,11.21282554,72.17959,5.975507081,27.7,74.4,696058453,21.78917,39.79081,78.01308694,14681686,16.878,56.47246899,8.223,281.99,5.421
Lower middle income,2015,83.51604672,90.28608,5.377992508,3.853832284,3.092484128,27.25922815,57.52723506,22.6605246,16.265,23.636,52.33,42.383,7.529211954,33.528,35.337,26.769,3.197283761,5.83E+12,5.650471382,24.08737822,88.63442,7.432639923,25.4,52.4,2889349899,23.36985,27.83073,39.75628922,2.04E+07,16.878,51.38711016,8.223,281.99,5.421
Middle East & North Africa,2015,97.87859214,93.73284,-4.427812218,-6.197865457,4.411,21.565,54.92530143,23.3174894,16.265,23.636,52.33,42.383,5.002127027,33.528,35.337,26.769,10.04,3.15E+12,2.574329012,31.11787405,90.70042,1.84747028,13.3,24.2,428974903,14.68768,19.93845,1.557856614,1.14E+07,16.878,79.72445298,10.57087832,281.99,5.421
Middle East & North Africa (excluding high income),2015,97.52338427,93.11965,0.534149255,-1.209041219,4.411,21.565,57.72931825,24.23606576,16.265,23.636,52.33,42.383,5.289265237,33.528,35.337,26.769,1.03177529,1.44E+12,1.043907955,24.84388127,89.47768,-0.65346792,14.41929973,26.13322301,367449306,15.802,22.23253,2.530026853,8775231.992,16.878,57.30233426,11.98736649,281.99,5.421
Middle East & North Africa (IDA & IBRD countries),2015,97.49321587,93.12892,0.534149255,-1.194977407,4.411,21.565,57.5096328,24.13993174,16.265,23.636,52.33,42.383,5.310890276,33.528,35.337,26.769,1.03177529,1.43E+12,0.959090775,25.19165797,89.31974,-0.659056828,14.46423004,26.20583784,363027163,15.72211,22.21532,2.490436392,8769211.992,16.878,57.15316645,11.79251719,281.99,5.421
Middle income,2015,90.88163783,92.62539,3.539662257,2.371087101,3.009695788,35.24105358,50.51579551,18.77163126,16.265,23.636,52.33,42.383,7.33933742,33.528,35.337,22.9792198,0.954348207,2.61E+13,3.895785199,31.42780417,92.53836,3.06,19.01092581,38.91175126,5426786956,18.50824,23.25436,20.81248072,7.74E+07,11.99130232,49.65163674,8.223,281.99,5.421
North America,2015,100,95.0143,3.360443901,2.574367854,4.411,21.565,50.79254635,12.2388297,16.265,23.636,52.33,42.383,8.345444504,33.528,35.337,22.10220301,0,1.97E+13,2.677036753,17.90838778,91.096,0.767454814,3.8,6.7,356937591,15.01378,14.66827,10.17618579,19820470,11.35503856,31.3057934,5.457748913,281.99,5.421
Not classified,2015,83.1659,90.89,2.673,1.281,4.411,21.565,58.786,20.65,16.265,23.636,52.33,42.383,7.73,33.528,35.337,26.769,10.04,2.60059E+12,3.065,20.026,91.096,3.06,13.885,31.408,300163326.1,16.5696,23.4515,29.283,5130373,16.878,85.25,8.223,281.99,5.421
OECD members,2015,99.89804881,97.07858,3.24138422,2.571633238,4.411,21.565,52.53353728,11.806972,16.265,23.636,52.33,42.383,8.456975622,24.41703,36.737225,27.87602851,10.04,4.67E+13,2.43632231,21.92723113,91.096,2.75028213,3.901239817,7.203221998,1284497900,13.75343,15.69742,12.00688679,3.66E+07,15.48420501,56.40450626,6.765589832,281.99,5.421
Other small states,2015,71.05087402,83.16062,-2.318123972,-4.386581057,4.411,21.565,58.78179029,24.17632725,16.265,23.636,52.33,42.383,7.567233259,33.528,35.337,26.769,4.193728261,3.71E+11,2.746127749,39.46697168,88.07595,2.103287143,23.62796236,55.10179349,29396503,14.5102,23.78877,27.13974716,2072942.999,16.878,112.3285054,8.223,281.99,5.421
Pacific island small states,2015,79.51597646,87.61088,2.673,1.281,4.411,21.565,64.34230107,24.16977002,16.265,23.636,52.33,42.383,5.941271977,33.528,35.337,30.31771088,22.07215122,8589369460,3.27012743,20.026,91.096,1.47046129,10.92853995,25.56160374,2358955,16.5696,23.9025,30.40789984,65150,22.9039105,102.9517115,8.223,281.99,5.421
Post-demographic dividend,2015,99.99971111,96.87552,3.052871993,2.578135205,4.411,21.565,52.47233544,10.55533874,16.265,23.636,52.33,42.383,9.37434761,23.290195,37.223745,27.8190193,10.04,4.43E+13,2.115156611,21.82481154,91.096,1.704325738,2.866333054,5.1472242,1097735849,12.667,14.32447,11.79966193,3.35E+07,15.44139435,58.28216875,6.82491381,281.99,5.421
Pre-demographic dividend,2015,38.65741821,75.9643,-0.439426777,-3.258946806,4.411,21.565,89.725013,38.45621277,16.265,23.636,52.33,42.383,9.537992272,33.528,35.337,26.769,15.72752239,1.34E+12,3.204305536,17.01886907,71.18181,1.441620504,29.23198828,84.15349494,854646007,19.66066,35.38619,75.58258938,1.82E+07,16.878,50.95866807,8.223,281.99,5.421
Small states,2015,76.09749346,85.27409,-2.08291572,-3.827736751,4.411,21.565,57.16128922,22.80840392,16.265,23.636,52.33,42.383,7.482137689,33.528,35.337,26.769,4.131798758,4.50E+11,2.509593524,36.50556421,89.55284,1.872298495,21.41421158,48.60333148,38960406,14.99501,22.81219,24.17118146,2573082.999,16.878,109.1957494,8.223,281.99,5.421
South Asia,2015,86.51398714,93.42407,6.812635296,5.443816939,4.411,21.565,54.49283399,20.54939376,16.265,23.636,52.33,42.383,7.092719725,42.410675,35.354345,26.769,2.039325806,2.70E+12,7.610345912,27.70253238,87.48262,11.70355269,28.9,49.3,1744199944,30.44843,32.62597,38.27538465,5135333.062,16.878,41.11545144,8.223,281.99,5.421
South Asia (IDA & IBRD),2015,86.51398714,93.42407,6.812635296,5.443816939,4.411,21.565,54.49283399,20.54939376,16.265,23.636,52.33,42.383,7.092719725,42.410675,35.354345,26.769,2.039325806,2.70E+12,7.610345912,27.70253238,87.48262,11.70355269,28.94470826,49.28299344,1744199944,30.44843,32.62597,38.27538465,5135333.062,16.878,41.11545144,8.223,281.99,5.421
Sub-Saharan Africa,2015,38.42566074,78.51745,1.343463222,-1.359982568,4.411,21.565,86.29110803,36.74078837,16.265,23.636,52.33,42.383,9.466686196,33.528,35.337,26.769,12.93726557,1.67E+12,2.936877165,18.04242086,74.74567,1.415355877,28.5,81.4,1005850049,20.88875,37.59736,70.12737498,21767456,16.878,53.21624894,8.223,281.99,5.421
Sub-Saharan Africa (excluding high income),2015,38.41994378,78.51645,1.343463222,-1.360026104,4.411,21.565,86.29515203,36.74262198,16.265,23.636,52.33,42.383,9.46686887,33.528,35.337,26.769,12.94408008,1.66E+12,2.935427865,18.04058821,74.74395,1.412081322,28.4744581,81.34092827,1005756630,20.89069,37.601,70.14385116,21766996,16.878,53.1191316,8.223,281.99,5.421
Sub-Saharan Africa (IDA & IBRD countries),2015,38.42566074,78.51745,1.343463222,-1.359982568,4.411,21.565,86.29110803,36.74078837,16.265,23.636,52.33,42.383,9.466686196,33.528,35.337,26.769,12.93726557,1.67E+12,2.936877165,18.04242086,74.74567,1.415355877,28.47362422,81.33810958,1005850049,20.88875,37.59736,70.12737498,21767456,16.878,53.21624894,8.223,281.99,5.421
Upper middle income,2015,99.26893386,96.40489,2.973217876,2.183610085,4.411,21.565,42.53628483,14.34303582,16.265,23.636,52.33,42.383,7.123112025,33.528,35.337,23.51419498,0.39827573,2.02E+13,3.366034093,33.61443686,98.16187,3.06,7.6,14.9,2537437057,14.63429,18.33116,13.28101968,5.70E+07,11.90012356,49.13832624,8.223,281.99,5.421
World,2015,87.05592296,91.09821,3.013749301,1.806343701,4.10790858,26.52974994,54.06138596,19.07853278,16.265,23.636,52.33,42.383,7.659579975,33.528,35.337,26.59800951,0.336627025,7.49E+13,2.855511312,24.98580655,91.18701,2.504783734,19,41.9,7357559450,17.39772,23.0956,18.05375499,1.32E+08,14.51194589,57.82968787,8.223,281.99,5.421
Afghanistan,2016,84.13713837,90.89,2.673,1.281,2.643741893,-10.87939183,86.57093215,33.214,16.265,23.636,52.33,42.383,6.747,43.30205,21.83389,26.769,10.04,19046357714,2.260314205,4.954033136,91.096,1.087939531,40.3,70.4,34656032,42.68464,23.4515,29.283,652860,16.878,47.65905543,8.223,281.99,3.36
Albania,2016,100,95.65855,3.196610561,3.361733691,3.227285022,16.6463675,44.0015401,11.816,16.265,23.636,52.33,42.383,7.379,33.528,25.36938,23.91171468,10.04,11883682171,3.35,7.455070358,91.096,4.3,6,9.1,2876101,12.22137,18.19844,29.283,28750,17.55717773,74.66925967,8.223,281.99,4.655
Algeria,2016,99.43956757,99.23121,-4.133981936,-5.868104994,4.4671956,35.52823676,53.90788743,23.132,16.265,23.636,52.33,42.383,4.765,33.528,35.337,26.769,10.04,1.60E+11,3.3,36.63434561,91.096,6.027191472,15.2,24.5,40606052,16.5696,24.2355,29.283,2381740,16.878,55.89224352,10.20240021,281.99,6.355
American Samoa,2016,83.1659,90.89,2.673,1.281,11.760709,21.565,58.786,20.65,16.265,23.636,52.33,42.383,7.73,33.528,35.337,26.769,10.04,653000000,-2.619414484,20.026,91.096,3.06,13.885,31.408,55599,16.5696,23.4515,29.283,200,16.878,162.4808576,8.223,281.99,5.421
Andorra,2016,100,90.89,2.673,1.281,2.44,21.565,58.786,8.8,16.265,23.636,52.33,42.383,4.3,21.50379,23.97025,26.769,10.04,2877311947,1.889124387,20.026,91.096,3.06,1.5,3.4,77281,7.94434,10.06635,29.283,470,16.878,85.25,8.223,281.99,5.421
Angola,2016,40.52060699,90.89,2.615013935,-0.783082867,3.57,3.061930884,97.27421168,41.819,16.265,23.636,52.33,42.383,8.513,33.528,35.337,17.51166354,10.04,1.01E+11,-2.580097243,30.09352228,91.096,11.63811056,29.9,84.6,28813463,26.76619,23.4515,29.283,1246700,9.732512234,53.37015528,8.223,281.99,3.866
Antigua and Barbuda,2016,97.35466766,90.89,2.673,1.281,2.25,21.565,44.81833699,16.225,16.265,23.636,52.33,42.383,5.788,33.528,35.337,26.769,10.04,1464630213,5.589739135,20.026,91.096,6.316627846,4,7.7,100963,16.5696,23.4515,29.283,440,16.878,88.45854358,8.223,281.99,5.421
Argentina,2016,100,99.34152,-2.172171022,-3.130794918,5.057313905,13.96123633,56.54224643,17.172,16.265,23.636,52.33,42.383,7.564,30.07402,40.93612,26.30591502,10.04,5.55E+11,-1.82254217,16.07277345,99.50271,-5.199418246,6.3,10.9,43847430,16.5696,23.4515,29.283,2780400,12.15550537,26.12191381,8.223,281.99,6.65
Armenia,2016,100,92.32759,-2.182667955,-2.445737883,2.700192847,15.86417449,44.89494332,13.456,16.265,23.636,52.33,42.383,9.688,20.66574,51.07427,25.71151816,10.04,10546135160,0.2,9.249531333,91.096,11.1,7,13.3,2924816,16.5696,23.4515,29.283,29740,21.27737528,75.91788003,8.223,281.99,4.36
Aruba,2016,95.57014465,90.89,2.673,1.281,5.77,21.565,44.60799868,10.974,16.265,23.636,52.33,42.383,8.762,33.528,35.337,26.769,10.04,2646927374,-0.211225106,17.22245673,91.096,3.06,13.885,31.408,104822,16.5696,23.4515,29.283,180,16.878,144.4702406,8.223,281.99,5.421
Australia,2016,100,96.783,0.53679269,-0.958232065,4.917262658,21.90645589,51.86304832,12.5,16.265,23.636,52.33,42.383,6.5,33.528,35.337,26.96263687,10.04,1.21E+12,2.827310511,23.03013249,91.096,-2.362021487,2.2,3.7,24210809,16.5696,23.4515,29.283,7741220,22.28929311,40.77147319,5.710800171,281.99,7.313
